-1.000000	139.000000
146.000000	113.000000
141.000000	107.000000
135.000000	94.000000
130.000000	85.000000
123.000000	73.000000
120.000000	65.000000
115.000000	54.000000
111.000000	47.000000
106.000000	37.000000
103.000000	33.000000
100.000000	28.000000
100.000000	27.000000
100.000000	28.000000
100.000000	29.000000
99.000000	31.000000
97.000000	36.000000
95.000000	46.000000
93.000000	52.000000
88.000000	63.000000
84.000000	71.000000
79.000000	81.000000
75.000000	88.000000
71.000000	97.000000
69.000000	103.000000
67.000000	111.000000
66.000000	114.000000
64.000000	117.000000
63.000000	118.000000
