-1.000000	139.000000
127.000000	50.000000
127.000000	62.000000
127.000000	70.000000
127.000000	82.000000
126.000000	89.000000
127.000000	101.000000
127.000000	107.000000
127.000000	114.000000
127.000000	116.000000
128.000000	118.000000
127.000000	119.000000
127.000000	119.000000
126.000000	119.000000
123.000000	119.000000
117.000000	120.000000
107.000000	122.000000
100.000000	122.000000
93.000000	123.000000
86.000000	122.000000
83.000000	122.000000
79.000000	122.000000
77.000000	122.000000
78.000000	121.000000
78.000000	121.000000
78.000000	121.000000
78.000000	120.000000
