-1.000000	139.000000
131.000000	75.000000
130.000000	85.000000
127.000000	91.000000
128.000000	103.000000
128.000000	110.000000
129.000000	116.000000
129.000000	115.000000
129.000000	106.000000
132.000000	101.000000
131.000000	85.000000
126.000000	84.000000
118.000000	76.000000
110.000000	73.000000
101.000000	62.000000
94.000000	74.000000
87.000000	69.000000
80.000000	73.000000
78.000000	82.000000
78.000000	88.000000
78.000000	98.000000
78.000000	106.000000
79.000000	114.000000
79.000000	115.000000
80.000000	115.000000
