-1.000000	139.000000
142.000000	62.000000
144.000000	68.000000
144.000000	79.000000
142.000000	86.000000
141.000000	94.000000
135.000000	103.000000
130.000000	108.000000
120.000000	111.000000
115.000000	113.000000
104.000000	112.000000
98.000000	111.000000
86.000000	104.000000
79.000000	98.000000
71.000000	89.000000
69.000000	82.000000
69.000000	70.000000
70.000000	62.000000
74.000000	51.000000
83.000000	40.000000
86.000000	38.000000
93.000000	36.000000
101.000000	35.000000
103.000000	35.000000
103.000000	35.000000
