100.000000	23.000000
100.000000	24.000000
100.000000	27.000000
106.000000	30.000000
114.000000	34.000000
124.000000	38.000000
133.000000	44.000000
139.000000	50.000000
144.000000	53.000000
143.000000	56.000000
138.000000	60.000000
131.000000	68.000000
122.000000	68.000000
105.000000	63.000000
104.000000	63.000000
105.000000	62.000000
109.000000	59.000000
112.000000	60.000000
132.000000	70.000000
139.000000	76.000000
144.000000	82.000000
145.000000	90.000000
143.000000	96.000000
133.000000	104.000000
121.000000	105.000000
113.000000	105.000000
106.000000	105.000000
102.000000	103.000000
100.000000	105.000000
101.000000	103.000000
