-1.000000	139.000000
127.000000	41.000000
133.000000	44.000000
139.000000	49.000000
147.000000	61.000000
147.000000	61.000000
148.000000	68.000000
148.000000	74.000000
147.000000	82.000000
145.000000	88.000000
141.000000	96.000000
138.000000	101.000000
132.000000	108.000000
126.000000	111.000000
111.000000	115.000000
111.000000	115.000000
102.000000	113.000000
96.000000	111.000000
87.000000	105.000000
77.000000	97.000000
73.000000	92.000000
69.000000	85.000000
66.000000	74.000000
66.000000	67.000000
75.000000	50.000000
75.000000	50.000000
84.000000	42.000000
90.000000	38.000000
102.000000	36.000000
103.000000	36.000000
