-1.000000	139.000000
130.000000	59.000000
130.000000	70.000000
131.000000	79.000000
133.000000	90.000000
130.000000	96.000000
129.000000	109.000000
129.000000	115.000000
130.000000	116.000000
132.000000	114.000000
131.000000	98.000000
130.000000	89.000000
125.000000	84.000000
122.000000	78.000000
113.000000	74.000000
108.000000	73.000000
100.000000	73.000000
95.000000	72.000000
89.000000	76.000000
86.000000	81.000000
82.000000	93.000000
82.000000	95.000000
80.000000	104.000000
80.000000	111.000000
81.000000	118.000000
