98.000000	17.000000
98.000000	17.000000
98.000000	17.000000
98.000000	17.000000
99.000000	17.000000
107.000000	17.000000
111.000000	18.000000
120.000000	22.000000
129.000000	26.000000
138.000000	32.000000
147.000000	46.000000
146.000000	52.000000
138.000000	55.000000
128.000000	53.000000
121.000000	51.000000
118.000000	49.000000
119.000000	50.000000
126.000000	54.000000
136.000000	62.000000
144.000000	70.000000
149.000000	88.000000
145.000000	96.000000
137.000000	102.000000
121.000000	103.000000
112.000000	103.000000
104.000000	103.000000
104.000000	103.000000
104.000000	103.000000
104.000000	102.000000
104.000000	102.000000
