99.000000	20.000000
99.000000	20.000000
99.000000	19.000000
99.000000	19.000000
100.000000	19.000000
107.000000	22.000000
115.000000	26.000000
124.000000	32.000000
133.000000	40.000000
140.000000	48.000000
146.000000	68.000000
143.000000	76.000000
139.000000	84.000000
134.000000	90.000000
126.000000	96.000000
102.000000	99.000000
94.000000	97.000000
86.000000	93.000000
80.000000	87.000000
77.000000	79.000000
76.000000	63.000000
78.000000	55.000000
80.000000	45.000000
84.000000	37.000000
88.000000	31.000000
98.000000	23.000000
104.000000	21.000000
106.000000	21.000000
106.000000	21.000000
104.000000	22.000000
85.000000	21.000000
76.000000	21.000000
68.000000	19.000000
66.000000	19.000000
66.000000	19.000000
